Global average (mu): 3.501556983616962

User Biases:
userId,user_bias,mu
1,0.6797155802814816,3.501556983616962
2,0.07647930023064262,3.501556983616962
3,-0.7480709799743849,3.501556983616962
4,-0.1411751237395353,3.501556983616962
5,-0.04266731967032998,3.501556983616962
6,0.048287317664034914,3.501556983616962
7,-0.34540182850469725,3.501556983616962
8,-0.019717773406667173,3.501556983616962
9,-0.21556336217731187,3.501556983616962
10,-0.2945423250220581,3.501556983616962
11,0.19961543804124476,3.501556983616962
12,0.5817759283928925,3.501556983616962
13,0.061295681623476574,3.501556983616962
14,-0.07856677174427547,3.501556983616962
15,-0.25283836853166936,3.501556983616962
16,-0.16652037610233983,3.501556983616962
17,0.2530417095392676,3.501556983616962
18,0.07591293542230144,3.501556983616962
19,-0.8292507246524192,3.501556983616962
20,0.06901585540796441,3.501556983616962
21,-0.2834323452321613,3.501556983616962
22,-1.0177645510758593,3.501556983616962
23,-0.15110294522229759,3.501556983616962
24,-0.055485608150540225,3.501556983616962
25,0.5208790296607011,3.501556983616962
26,-0.17215190375632444,3.501556983616962
27,-0.05193527462922781,3.501556983616962
28,-0.6081842428596416,3.501556983616962
29,0.275809698054805,3.501556983616962
30,0.5070833100779211,3.501556983616962
31,0.2021482976393702,3.501556983616962
32,0.13935555638987632,3.501556983616962
33,0.1004687906414548,3.501556983616962
34,-0.1271705544846633,3.501556983616962
35,0.2884800767510642,3.501556983616962
36,-0.71937082399989,3.501556983616962
37,0.251602104682699,3.501556983616962
38,-0.25469744143839457,3.501556983616962
39,0.15424770766673232,3.501556983616962
40,0.23939127570144947,3.501556983616962
41,-0.44468273546026166,3.501556983616962
42,0.07550073398248705,3.501556983616962
43,0.9504711060160232,3.501556983616962
44,-0.06612649504011223,3.501556983616962
45,0.29916140870020697,3.501556983616962
46,0.3277996464017842,3.501556983616962
47,-0.5109740667469914,3.501556983616962
48,0.2788064549014102,3.501556983616962
49,0.18805579681852266,3.501556983616962
50,-0.8178008707620169,3.501556983616962
51,0.24008321048576603,3.501556983616962
52,0.6403465345737479,3.501556983616962
53,0.7262676570010502,3.501556983616962
54,-0.42277223714152246,3.501556983616962
55,-0.44495506042795163,3.501556983616962
56,0.21417117752030287,3.501556983616962
57,-0.19567907444753455,3.501556983616962
58,0.317589039148914,3.501556983616962
59,0.5171459137129792,3.501556983616962
60,0.018093931487910116,3.501556983616962
61,0.12699464715244277,3.501556983616962
62,0.4217231272070878,3.501556983616962
63,-0.11240534685704727,3.501556983616962
64,0.13957145356585549,3.501556983616962
65,0.09435611185727096,3.501556983616962
66,0.35356142850721833,3.501556983616962
67,0.047844349056166434,3.501556983616962
68,-0.31037461876006756,3.501556983616962
69,0.4371707590082399,3.501556983616962
70,0.36972760564559126,3.501556983616962
71,0.04088828992189785,3.501556983616962
72,0.2293203918040784,3.501556983616962
73,0.08133507271624081,3.501556983616962
74,0.504313210939113,3.501556983616962
75,-0.3987100358672626,3.501556983616962
76,-0.6092046861906361,3.501556983616962
77,0.04281114975147136,3.501556983616962
78,-0.3368028063275862,3.501556983616962
79,0.32837442134267075,3.501556983616962
80,0.5547857689777789,3.501556983616962
81,-0.49960984711227224,3.501556983616962
82,-0.0747129570964576,3.501556983616962
83,-0.38772046159966106,3.501556983616962
84,0.050438152977400647,3.501556983616962
85,0.04680118754358051,3.501556983616962
86,0.15823090259174902,3.501556983616962
87,0.16595654275343813,3.501556983616962
88,0.16405911222385514,3.501556983616962
89,-0.07098041609342155,3.501556983616962
90,0.34828619501684976,3.501556983616962
91,-0.20115239030649493,3.501556983616962
92,0.23551371496026385,3.501556983616962
93,0.6577056064547889,3.501556983616962
94,-0.3495195995656875,3.501556983616962
95,0.3637154702279369,3.501556983616962
96,0.13489104033447694,3.501556983616962
97,0.37810228113739297,3.501556983616962
98,0.168197646894049,3.501556983616962
99,0.3336405263275626,3.501556983616962
100,0.2808587005736049,3.501556983616962
101,-0.009041845755113341,3.501556983616962
102,-0.11967577304710804,3.501556983616962
103,0.23156547076508455,3.501556983616962
104,-0.05956248004717035,3.501556983616962
105,0.46414566581704014,3.501556983616962
106,0.45416056690666623,3.501556983616962
107,0.2616579212867529,3.501556983616962
108,0.2909731957733936,3.501556983616962
109,-0.27471258348436317,3.501556983616962
110,-0.02292587467934892,3.501556983616962
111,-0.16403419831165306,3.501556983616962
112,-0.10763168551812292,3.501556983616962
113,0.029990217921329766,3.501556983616962
114,-0.22059654465321246,3.501556983616962
115,0.14718797822287477,3.501556983616962
116,-0.1689758121265174,3.501556983616962
117,-0.15762460928123062,3.501556983616962
118,-0.0190066020826536,3.501556983616962
119,0.5050121136804112,3.501556983616962
120,-0.0697090621236115,3.501556983616962
121,-0.21901617860773315,3.501556983616962
